name,noisy_path,clean_path,noisy_size,clean_size,same_size
pair_00022.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00022.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00022.png,"(512, 512)","(512, 512)",True
pair_00023.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00023.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00023.png,"(512, 512)","(512, 512)",True
pair_00024.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00024.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00024.png,"(512, 512)","(512, 512)",True
pair_00025.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00025.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00025.png,"(512, 512)","(512, 512)",True
pair_00026.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00026.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00026.png,"(512, 512)","(512, 512)",True
pair_00027.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00027.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00027.png,"(512, 512)","(512, 512)",True
pair_00028.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00028.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00028.png,"(512, 512)","(512, 512)",True
pair_00029.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00029.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00029.png,"(512, 512)","(512, 512)",True
pair_00030.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00030.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00030.png,"(512, 512)","(512, 512)",True
pair_00031.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00031.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00031.png,"(512, 512)","(512, 512)",True
pair_00032.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00032.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00032.png,"(512, 512)","(512, 512)",True
pair_00033.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00033.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00033.png,"(512, 512)","(512, 512)",True
pair_00034.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00034.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00034.png,"(512, 512)","(512, 512)",True
pair_00035.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00035.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00035.png,"(512, 512)","(512, 512)",True
pair_00036.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00036.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00036.png,"(512, 512)","(512, 512)",True
pair_00037.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00037.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00037.png,"(512, 512)","(512, 512)",True
pair_00038.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00038.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00038.png,"(512, 512)","(512, 512)",True
pair_00039.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00039.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00039.png,"(512, 512)","(512, 512)",True
pair_00040.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00040.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00040.png,"(512, 512)","(512, 512)",True
pair_00041.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00041.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00041.png,"(512, 512)","(512, 512)",True
pair_00042.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00042.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00042.png,"(512, 512)","(512, 512)",True
pair_00043.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00043.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00043.png,"(512, 512)","(512, 512)",True
pair_00044.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00044.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00044.png,"(512, 512)","(512, 512)",True
pair_00045.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00045.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00045.png,"(512, 512)","(512, 512)",True
pair_00046.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00046.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00046.png,"(512, 512)","(512, 512)",True
pair_00047.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00047.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00047.png,"(512, 512)","(512, 512)",True
pair_00048.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00048.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00048.png,"(512, 512)","(512, 512)",True
pair_00049.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00049.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00049.png,"(512, 512)","(512, 512)",True
pair_00050.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00050.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00050.png,"(512, 512)","(512, 512)",True
pair_00051.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00051.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00051.png,"(512, 512)","(512, 512)",True
pair_00052.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00052.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00052.png,"(512, 512)","(512, 512)",True
pair_00053.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00053.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00053.png,"(512, 512)","(512, 512)",True
pair_00054.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00054.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00054.png,"(512, 512)","(512, 512)",True
pair_00055.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00055.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00055.png,"(512, 512)","(512, 512)",True
pair_00056.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00056.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00056.png,"(512, 512)","(512, 512)",True
pair_00057.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00057.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00057.png,"(512, 512)","(512, 512)",True
pair_00058.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00058.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00058.png,"(512, 512)","(512, 512)",True
pair_00059.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00059.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00059.png,"(512, 512)","(512, 512)",True
pair_00060.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00060.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00060.png,"(512, 512)","(512, 512)",True
pair_00061.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00061.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00061.png,"(512, 512)","(512, 512)",True
pair_00062.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00062.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00062.png,"(512, 512)","(512, 512)",True
pair_00063.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00063.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00063.png,"(512, 512)","(512, 512)",True
pair_00064.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00064.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00064.png,"(512, 512)","(512, 512)",True
pair_00065.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00065.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00065.png,"(512, 512)","(512, 512)",True
pair_00066.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00066.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00066.png,"(512, 512)","(512, 512)",True
pair_00067.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00067.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00067.png,"(512, 512)","(512, 512)",True
pair_00068.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00068.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00068.png,"(512, 512)","(512, 512)",True
pair_00069.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00069.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00069.png,"(512, 512)","(512, 512)",True
pair_00070.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00070.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00070.png,"(512, 512)","(512, 512)",True
pair_00071.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00071.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00071.png,"(512, 512)","(512, 512)",True
pair_00072.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00072.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00072.png,"(512, 512)","(512, 512)",True
pair_00073.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00073.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00073.png,"(512, 512)","(512, 512)",True
pair_00074.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00074.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00074.png,"(512, 512)","(512, 512)",True
pair_00075.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00075.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00075.png,"(512, 512)","(512, 512)",True
pair_00076.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00076.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00076.png,"(512, 512)","(512, 512)",True
pair_00077.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00077.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00077.png,"(512, 512)","(512, 512)",True
pair_00078.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00078.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00078.png,"(512, 512)","(512, 512)",True
pair_00079.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00079.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00079.png,"(512, 512)","(512, 512)",True
pair_00080.png,stage2_ai_isp\datasets\sidd_tiny\train\noisy\pair_00080.png,stage2_ai_isp\datasets\sidd_tiny\train\clean\pair_00080.png,"(512, 512)","(512, 512)",True
