split,name,noisy_path,clean_path,source,note
train,pair_00001.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00001.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00001.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00045.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00045.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00045.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00046.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00046.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00046.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00047.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00047.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00047.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00048.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00048.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00048.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00049.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00049.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00049.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00050.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00050.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00050.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00051.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00051.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00051.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00052.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00052.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00052.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00053.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00053.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00053.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00054.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00054.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00054.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00055.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00055.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00055.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00056.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00056.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00056.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00057.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00057.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00057.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00058.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00058.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00058.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00059.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00059.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00059.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00060.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00060.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00060.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00061.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00061.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00061.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00062.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00062.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00062.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00063.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00063.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00063.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00064.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00064.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00064.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00065.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00065.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00065.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00066.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00066.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00066.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00067.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00067.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00067.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00068.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00068.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00068.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00069.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00069.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00069.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00070.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00070.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00070.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00071.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00071.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00071.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00072.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00072.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00072.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00073.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00073.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00073.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00074.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00074.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00074.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00075.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00075.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00075.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00076.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00076.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00076.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00077.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00077.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00077.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00078.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00078.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00078.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00079.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00079.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00079.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00080.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/noisy/pair_00080.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/train/clean/pair_00080.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00001.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00001.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00001.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00002.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00002.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00002.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00003.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00003.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00003.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00004.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00004.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00004.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00005.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00005.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00005.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00006.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00006.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00006.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00007.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00007.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00007.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00008.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00008.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00008.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00009.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00009.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00009.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00010.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00010.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00010.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00011.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00011.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00011.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00012.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/noisy/pair_00012.png,C:/Users/10439/Desktop/route/ai_isp_stage2/datasets/sidd_tiny/val/clean/pair_00012.png,ai_isp_stage2/datasets/sidd_tiny,paired sRGB crop; not RAW
