split,name,noisy_path,clean_path,source,note
train,pair_00001.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00001.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00001.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00012.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00012.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00012.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00013.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00013.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00013.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00014.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00014.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00014.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00015.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00015.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00015.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00016.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00016.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00016.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00017.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00017.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00017.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00018.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00018.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00018.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00019.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00019.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00019.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00020.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00020.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00020.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00021.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00021.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00021.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00022.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00022.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00022.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00023.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00023.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00023.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00024.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00024.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00024.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00025.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00025.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00025.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00026.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00026.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00026.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00027.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00027.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00027.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00028.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00028.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00028.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00029.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00029.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00029.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00030.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00030.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00030.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00031.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00031.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00031.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00032.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00032.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00032.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00033.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00033.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00033.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00034.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00034.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00034.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00035.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00035.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00035.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00036.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00036.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00036.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00037.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00037.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00037.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00038.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00038.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00038.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00039.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00039.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00039.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00040.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00040.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00040.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00041.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00041.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00041.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00042.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00042.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00042.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00043.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00043.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00043.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00044.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00044.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00044.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00045.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00045.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00045.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00046.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00046.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00046.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00047.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00047.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00047.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00048.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00048.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00048.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00049.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00049.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00049.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00050.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00050.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00050.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00051.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00051.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00051.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00052.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00052.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00052.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00053.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00053.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00053.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00054.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00054.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00054.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00055.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00055.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00055.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00056.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00056.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00056.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00057.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00057.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00057.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00058.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00058.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00058.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00059.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00059.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00059.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00060.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00060.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00060.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00061.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00061.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00061.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00062.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00062.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00062.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00063.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00063.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00063.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00064.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00064.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00064.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00065.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00065.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00065.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00066.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00066.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00066.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00067.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00067.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00067.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00068.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00068.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00068.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00069.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00069.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00069.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00070.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00070.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00070.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00071.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00071.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00071.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00072.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00072.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00072.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00073.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00073.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00073.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00074.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00074.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00074.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00075.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00075.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00075.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00076.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00076.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00076.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00077.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00077.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00077.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00078.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00078.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00078.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00079.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00079.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00079.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
train,pair_00080.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/noisy/pair_00080.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/train/clean/pair_00080.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00001.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00001.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00001.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00002.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00002.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00002.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00003.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00003.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00003.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00004.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00004.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00004.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00005.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00005.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00005.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00006.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00006.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00006.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00007.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00007.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00007.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00008.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00008.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00008.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00009.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00009.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00009.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00010.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00010.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00010.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00011.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00011.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00011.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
val,pair_00012.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/noisy/pair_00012.png,C:/Users/10439/Desktop/route/stage2_ai_isp/datasets/sidd_tiny/val/clean/pair_00012.png,stage2_ai_isp/datasets/sidd_tiny,paired sRGB crop; not RAW
